Condition Code,Condition Name,Code Category,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
185086009,Chronic obstructive bronchitis (disorder),Condition,Anthem,Commercial,"$2,060,491","$2,060,491","$5,772",22.8%,357
196416002,Impacted molars,Condition,Blue Cross Blue Shield,Commercial,"$2,047,341","$2,047,341","$5,969",35.2%,343
263172003,Fracture of mandible (disorder),Condition,Anthem,Commercial,"$2,044,500","$2,044,500","$1,981",25.0%,"1,032"
384709000,Sprain (morphologic abnormality),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$2,043,909","$2,043,909",$169,100.0%,"12,110"
35999006,Blighted ovum,Condition,Humana,Commercial,"$2,025,338","$2,025,338","$1,539",10.1%,"1,316"
60234000,Aortic valve regurgitation (disorder),Condition,Anthem,Commercial,"$2,024,165","$2,024,165","$1,589",27.2%,"1,274"
36971009,Sinusitis (disorder),Condition,Aetna,Commercial,"$2,007,018","$2,007,018",$258,62.5%,"7,771"
185086009,Chronic obstructive bronchitis (disorder),Condition,Aetna,Commercial,"$2,006,587","$2,006,587","$5,294",53.7%,379
302870006,Hypertriglyceridemia (disorder),Condition,Medicare,Government,"$1,979,876","$1,979,876",$629,9.3%,"3,146"
6072007,Bleeding from anus,Condition,Medicaid,Government,"$1,975,054","$1,975,054","$5,295",1.1%,373
263172003,Fracture of mandible (disorder),Condition,Aetna,Commercial,"$1,967,965","$1,967,965","$1,812",56.9%,"1,086"
60234000,Aortic valve regurgitation (disorder),Condition,Humana,Commercial,"$1,967,639","$1,967,639","$1,551",47.3%,"1,269"
60234000,Aortic valve regurgitation (disorder),Condition,Cigna Health,Commercial,"$1,960,120","$1,960,120","$1,597",40.8%,"1,227"
60234000,Aortic valve regurgitation (disorder),Condition,Aetna,Commercial,"$1,945,716","$1,945,716","$1,559",44.3%,"1,248"
384709000,Sprain (morphologic abnormality),Condition,Blue Cross Blue Shield,Commercial,"$1,920,298","$1,920,298",$170,71.2%,"11,316"
4557003,Preinfarction syndrome (disorder),Condition,Dual Eligible,Government,"$1,918,612","$1,918,612","$2,733",1.2%,702
75498004,Acute bacterial sinusitis (disorder),Condition,Humana,Commercial,"$1,911,277","$1,911,277",$237,63.4%,"8,048"
361055000,Misuses drugs (finding),Condition,Medicare,Government,"$1,910,809","$1,910,809",$578,6.4%,"3,304"
237602007,Metabolic syndrome X (disorder),Condition,Humana,Commercial,"$1,898,057","$1,898,057",$380,78.9%,"4,994"
48333001,Burn injury (morphologic abnormality),Condition,Medicare,Government,"$1,892,315","$1,892,315",$176,14.7%,"10,745"
267253006,Fetus with chromosomal abnormality,Condition,Medicaid,Government,"$1,889,360","$1,889,360","$1,407",4.1%,"1,343"
125601008,Injury of knee (disorder),Condition,Medicare,Government,"$1,868,258","$1,868,258",$425,10.0%,"4,395"
46752004,Torus palatinus (disorder),Condition,Dual Eligible,Government,"$1,858,437","$1,858,437","$2,051",1.7%,906
94260004,Secondary malignant neoplasm of colon,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,851,546","$1,851,546","$5,129",100.0%,361
79586000,Tubal pregnancy,Condition,Blue Cross Blue Shield,Commercial,"$1,836,038","$1,836,038","$3,445",14.7%,533
39898005,Sleep disorder (disorder),Condition,Humana,Commercial,"$1,831,692","$1,831,692","$1,014",65.7%,"1,807"
431856006,Chronic kidney disease stage 2 (disorder),Condition,Humana,Commercial,"$1,825,549","$1,825,549",$353,74.7%,"5,173"
233678006,Childhood asthma,Condition,Medicare,Government,"$1,821,910","$1,821,910",$164,18.9%,"11,119"
44054006,Diabetes mellitus type 2 (disorder),Condition,Medicaid,Government,"$1,819,004","$1,819,004",$508,7.3%,"3,584"
36971009,Sinusitis (disorder),Condition,Cigna Health,Commercial,"$1,815,486","$1,815,486",$237,54.6%,"7,653"
46752004,Torus palatinus (disorder),Condition,Humana,Commercial,"$1,797,402","$1,797,402","$2,258",24.2%,796
233604007,Pneumonia (disorder),Condition,Dual Eligible,Government,"$1,795,012","$1,795,012","$1,140",2.0%,"1,574"
431855005,Chronic kidney disease stage 1 (disorder),Condition,Aetna,Commercial,"$1,789,449","$1,789,449",$362,85.1%,"4,937"
384709000,Sprain (morphologic abnormality),Condition,UnitedHealthcare,Commercial,"$1,782,820","$1,782,820",$170,56.0%,"10,487"
124171000119105,Chronic intractable migraine without aura,Condition,Medicaid,Government,"$1,778,747","$1,778,747",$65,53.8%,"27,467"
431855005,Chronic kidney disease stage 1 (disorder),Condition,Cigna Health,Commercial,"$1,772,260","$1,772,260",$360,80.6%,"4,920"
263172003,Fracture of mandible (disorder),Condition,Cigna Health,Commercial,"$1,771,475","$1,771,475","$1,703",45.2%,"1,040"
64859006,Osteoporosis (disorder),Condition,UnitedHealthcare,Commercial,"$1,760,621","$1,760,621","$2,730",26.3%,645
431855005,Chronic kidney disease stage 1 (disorder),Condition,Anthem,Commercial,"$1,753,595","$1,753,595",$371,60.3%,"4,728"
840544004,Suspected COVID-19,Condition,Cigna Health,Commercial,"$1,752,072","$1,752,072",$143,75.9%,"12,214"
241929008,Acute allergic reaction,Condition,Humana,Commercial,"$1,751,904","$1,751,904","$1,290",77.5%,"1,358"
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Medicare,Government,"$1,744,412","$1,744,412","$1,406",3.3%,"1,241"
60573004,Aortic valve stenosis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,736,242","$1,736,242","$1,754",100.0%,990
60573004,Aortic valve stenosis (disorder),Condition,Humana,Commercial,"$1,732,814","$1,732,814","$1,609",43.8%,"1,077"
80394007,Hyperglycemia (disorder),Condition,Medicare,Government,"$1,695,687","$1,695,687",$704,8.1%,"2,410"
237602007,Metabolic syndrome X (disorder),Condition,Aetna,Commercial,"$1,672,340","$1,672,340",$368,82.3%,"4,549"
190905008,Cystic Fibrosis,Condition,Dual Eligible,Government,"$1,670,125","$1,670,125","$6,232",0.5%,268
840544004,Suspected COVID-19,Condition,Aetna,Commercial,"$1,669,719","$1,669,719",$140,83.1%,"11,961"
185086009,Chronic obstructive bronchitis (disorder),Condition,Humana,Commercial,"$1,668,339","$1,668,339","$3,691",71.7%,452
36971009,Sinusitis (disorder),Condition,Anthem,Commercial,"$1,668,099","$1,668,099",$245,35.0%,"6,821"
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Humana,Commercial,"$1,661,242","$1,661,242",$439,73.4%,"3,783"
94260004,Secondary malignant neoplasm of colon,Condition,Blue Cross Blue Shield,Commercial,"$1,650,952","$1,650,952","$5,326",4.4%,310
840544004,Suspected COVID-19,Condition,Anthem,Commercial,"$1,650,836","$1,650,836",$146,64.2%,"11,344"
195967001,Asthma,Condition,Humana,Commercial,"$1,644,335","$1,644,335",$125,74.1%,"13,174"
15777000,Prediabetes,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,636,327","$1,636,327",$590,100.0%,"2,772"
237602007,Metabolic syndrome X (disorder),Condition,Cigna Health,Commercial,"$1,632,014","$1,632,014",$389,74.5%,"4,196"
185086009,Chronic obstructive bronchitis (disorder),Condition,Cigna Health,Commercial,"$1,629,914","$1,629,914","$4,116",59.7%,396
55822004,Hyperlipidemia,Condition,Blue Cross Blue Shield,Commercial,"$1,622,535","$1,622,535",$59,75.1%,"27,556"
162864005,Body mass index 30+ - obesity (finding),Condition,Dual Eligible,Government,"$1,618,771","$1,618,771",$867,1.8%,"1,868"
49436004,Atrial fibrillation (disorder),Condition,Aetna,Commercial,"$1,610,291","$1,610,291","$3,508",50.0%,459
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Humana,Commercial,"$1,606,139","$1,606,139","$1,501",46.4%,"1,070"
36971009,Sinusitis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,604,566","$1,604,566",$257,100.0%,"6,255"
75498004,Acute bacterial sinusitis (disorder),Condition,Anthem,Commercial,"$1,591,894","$1,591,894",$247,32.6%,"6,457"
241929008,Acute allergic reaction,Condition,Blue Cross Blue Shield,Commercial,"$1,585,994","$1,585,994","$1,333",64.1%,"1,190"
431856006,Chronic kidney disease stage 2 (disorder),Condition,Aetna,Commercial,"$1,579,678","$1,579,678",$351,74.9%,"4,501"
49436004,Atrial fibrillation (disorder),Condition,Anthem,Commercial,"$1,578,260","$1,578,260","$3,722",22.7%,424
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Humana,Commercial,"$1,570,211","$1,570,211","$1,421",62.4%,"1,105"
75498004,Acute bacterial sinusitis (disorder),Condition,Cigna Health,Commercial,"$1,564,319","$1,564,319",$239,56.5%,"6,558"
196416002,Impacted molars,Condition,UnitedHealthcare,Commercial,"$1,561,998","$1,561,998","$5,962",21.0%,262
714628002,Prediabetes (finding),Condition,Medicare,Government,"$1,561,630","$1,561,630",$868,9.4%,"1,799"
110030002,Concussion injury of brain (disorder),Condition,Medicaid,Government,"$1,558,550","$1,558,550",$122,56.9%,"12,800"
60573004,Aortic valve stenosis (disorder),Condition,Anthem,Commercial,"$1,552,388","$1,552,388","$1,612",28.4%,963
237602007,Metabolic syndrome X (disorder),Condition,Dual Eligible,Government,"$1,552,218","$1,552,218",$570,2.2%,"2,725"
75498004,Acute bacterial sinusitis (disorder),Condition,Aetna,Commercial,"$1,549,897","$1,549,897",$233,63.5%,"6,665"
46752004,Torus palatinus (disorder),Condition,Cigna Health,Commercial,"$1,546,346","$1,546,346","$2,200",25.1%,703
241929008,Acute allergic reaction,Condition,UnitedHealthcare,Commercial,"$1,538,147","$1,538,147","$1,320",31.6%,"1,165"
64859006,Osteoporosis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,537,030","$1,537,030","$2,417",45.6%,636
431856006,Chronic kidney disease stage 2 (disorder),Condition,Cigna Health,Commercial,"$1,533,491","$1,533,491",$353,69.3%,"4,347"
6072007,Bleeding from anus,Condition,Medicare,Government,"$1,531,866","$1,531,866","$5,803",3.4%,264
840544004,Suspected COVID-19,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,530,183","$1,530,183",$149,100.0%,"10,257"
74400008,Appendicitis,Condition,Dual Eligible,Government,"$1,523,276","$1,523,276","$5,326",0.3%,286
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Cigna Health,Commercial,"$1,493,789","$1,493,789","$1,392",54.5%,"1,073"
714628002,Prediabetes (finding),Condition,Humana,Commercial,"$1,492,211","$1,492,211",$605,88.0%,"2,467"
254637007,Non-small cell lung cancer (disorder),Condition,Humana,Commercial,"$1,489,464","$1,489,464","$11,546",5.4%,129
128188000,Cerebral palsy (disorder),Condition,Dual Eligible,Government,"$1,487,585","$1,487,585",$530,6.6%,"2,807"
46752004,Torus palatinus (disorder),Condition,Anthem,Commercial,"$1,486,793","$1,486,793","$2,196",19.1%,677
90460009,Injury of neck (disorder),Condition,Medicare,Government,"$1,482,133","$1,482,133",$171,19.8%,"8,692"
126906006,Neoplasm of prostate,Condition,Medicaid,Government,"$1,467,887","$1,467,887","$1,715",1.8%,856
263172003,Fracture of mandible (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,461,824","$1,461,824","$1,832",100.0%,798
55822004,Hyperlipidemia,Condition,UnitedHealthcare,Commercial,"$1,456,654","$1,456,654",$58,55.9%,"25,143"
714628002,Prediabetes (finding),Condition,Medicaid,Government,"$1,454,695","$1,454,695",$631,7.7%,"2,306"
4557003,Preinfarction syndrome (disorder),Condition,Medicaid,Government,"$1,448,660","$1,448,660","$2,489",1.9%,582
241929008,Acute allergic reaction,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,447,978","$1,447,978","$1,268",100.0%,"1,142"
80583007,Severe anxiety (panic) (finding),Condition,Humana,Commercial,"$1,440,442","$1,440,442",$484,74.9%,"2,975"
39898005,Sleep disorder (disorder),Condition,Cigna Health,Commercial,"$1,434,286","$1,434,286",$982,58.7%,"1,460"
45816000,Pyelonephritis,Condition,Medicare,Government,"$1,429,889","$1,429,889","$2,273",5.1%,629
15777000,Prediabetes,Condition,Blue Cross Blue Shield,Commercial,"$1,426,933","$1,426,933",$633,86.4%,"2,256"
241929008,Acute allergic reaction,Condition,Aetna,Commercial,"$1,426,750","$1,426,750","$1,230",79.3%,"1,160"
35999006,Blighted ovum,Condition,Anthem,Commercial,"$1,424,548","$1,424,548","$1,455",19.0%,979
431856006,Chronic kidney disease stage 2 (disorder),Condition,Anthem,Commercial,"$1,420,296","$1,420,296",$348,51.9%,"4,084"
87433001,Pulmonary emphysema (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,416,831","$1,416,831","$5,228",48.1%,271
60573004,Aortic valve stenosis (disorder),Condition,Cigna Health,Commercial,"$1,414,277","$1,414,277","$1,517",41.7%,932
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Dual Eligible,Government,"$1,400,371","$1,400,371",$462,4.1%,"3,033"
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Aetna,Commercial,"$1,398,989","$1,398,989","$1,400",60.8%,999
35999006,Blighted ovum,Condition,Aetna,Commercial,"$1,393,531","$1,393,531","$1,450",9.7%,961
60573004,Aortic valve stenosis (disorder),Condition,Aetna,Commercial,"$1,391,267","$1,391,267","$1,594",51.8%,873
840544004,Suspected COVID-19,Condition,Blue Cross Blue Shield,Commercial,"$1,380,715","$1,380,715",$155,76.0%,"8,887"
237602007,Metabolic syndrome X (disorder),Condition,Anthem,Commercial,"$1,377,007","$1,377,007",$362,64.2%,"3,809"
254637007,Non-small cell lung cancer (disorder),Condition,Aetna,Commercial,"$1,375,903","$1,375,903","$11,964",9.7%,115
15777000,Prediabetes,Condition,UnitedHealthcare,Commercial,"$1,375,532","$1,375,532",$632,75.6%,"2,177"
39898005,Sleep disorder (disorder),Condition,Aetna,Commercial,"$1,373,668","$1,373,668",$971,67.7%,"1,414"
46752004,Torus palatinus (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,366,969","$1,366,969","$2,208",100.0%,619
49436004,Atrial fibrillation (disorder),Condition,UnitedHealthcare,Commercial,"$1,365,479","$1,365,479","$4,176",21.8%,327
46752004,Torus palatinus (disorder),Condition,Aetna,Commercial,"$1,362,457","$1,362,457","$2,176",26.0%,626
35999006,Blighted ovum,Condition,Cigna Health,Commercial,"$1,358,165","$1,358,165","$1,412",14.9%,962
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Anthem,Commercial,"$1,356,795","$1,356,795","$1,349",26.9%,"1,006"
36971009,Sinusitis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,355,371","$1,355,371",$256,51.9%,"5,301"
195967001,Asthma,Condition,Cigna Health,Commercial,"$1,355,330","$1,355,330",$120,69.2%,"11,329"
241929008,Acute allergic reaction,Condition,Cigna Health,Commercial,"$1,341,940","$1,341,940","$1,262",65.7%,"1,063"
254637007,Non-small cell lung cancer (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,339,309","$1,339,309","$8,319",100.0%,161
431855005,Chronic kidney disease stage 1 (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,338,633","$1,338,633",$364,100.0%,"3,674"
384709000,Sprain (morphologic abnormality),Condition,Dual Eligible,Government,"$1,334,954","$1,334,954",$157,22.1%,"8,486"
39898005,Sleep disorder (disorder),Condition,Anthem,Commercial,"$1,334,011","$1,334,011",$987,36.4%,"1,351"
75498004,Acute bacterial sinusitis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,331,737","$1,331,737",$220,100.0%,"6,045"
55680006,Drug overdose,Condition,Cigna Health,Commercial,"$1,324,306","$1,324,306",$117,67.7%,"11,328"
15777000,Prediabetes,Condition,Dual Eligible,Government,"$1,319,532","$1,319,532",$834,1.8%,"1,582"
433144002,Chronic kidney disease stage 3 (disorder),Condition,Humana,Commercial,"$1,310,351","$1,310,351",$338,62.2%,"3,882"
840544004,Suspected COVID-19,Condition,UnitedHealthcare,Commercial,"$1,307,537","$1,307,537",$157,64.0%,"8,326"
195967001,Asthma,Condition,Anthem,Commercial,"$1,306,346","$1,306,346",$120,51.9%,"10,883"
65275009,Acute Cholecystitis,Condition,Dual Eligible,Government,"$1,301,064","$1,301,064",$748,0.9%,"1,739"
35999006,Blighted ovum,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,298,439","$1,298,439","$1,484",100.0%,875
195967001,Asthma,Condition,Aetna,Commercial,"$1,297,151","$1,297,151",$120,75.8%,"10,818"
431856006,Chronic kidney disease stage 2 (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,289,433","$1,289,433",$366,100.0%,"3,520"
241929008,Acute allergic reaction,Condition,Dual Eligible,Government,"$1,289,020","$1,289,020","$1,284",1.6%,"1,004"
237602007,Metabolic syndrome X (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,282,619","$1,282,619",$365,100.0%,"3,513"
241929008,Acute allergic reaction,Condition,Anthem,Commercial,"$1,282,538","$1,282,538","$1,286",31.3%,997
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Cigna Health,Commercial,"$1,279,004","$1,279,004",$448,69.1%,"2,852"
254637007,Non-small cell lung cancer (disorder),Condition,Cigna Health,Commercial,"$1,278,784","$1,278,784","$10,837",10.2%,118
55680006,Drug overdose,Condition,Aetna,Commercial,"$1,278,764","$1,278,764",$117,74.9%,"10,888"
361055000,Misuses drugs (finding),Condition,Medicaid,Government,"$1,278,663","$1,278,663",$435,9.3%,"2,942"
263172003,Fracture of mandible (disorder),Condition,UnitedHealthcare,Commercial,"$1,270,216","$1,270,216","$1,669",25.2%,761
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Aetna,Commercial,"$1,267,732","$1,267,732",$414,72.6%,"3,063"
94260004,Secondary malignant neoplasm of colon,Condition,UnitedHealthcare,Commercial,"$1,250,243","$1,250,243","$5,557",8.3%,225
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Anthem,Commercial,"$1,246,570","$1,246,570",$420,59.7%,"2,965"
93761005,Primary malignant neoplasm of colon,Condition,Medicaid,Government,"$1,229,542","$1,229,542","$9,996",0.5%,123
263172003,Fracture of mandible (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,226,218","$1,226,218","$1,777",44.9%,690
840544004,Suspected COVID-19,Condition,Dual Eligible,Government,"$1,221,362","$1,221,362",$156,19.9%,"7,853"
36971009,Sinusitis (disorder),Condition,UnitedHealthcare,Commercial,"$1,213,232","$1,213,232",$245,34.8%,"4,961"
60234000,Aortic valve regurgitation (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,211,469","$1,211,469","$1,444",100.0%,839
48333001,Burn injury (morphologic abnormality),Condition,Humana,Commercial,"$1,211,168","$1,211,168",$183,76.5%,"6,632"
55680006,Drug overdose,Condition,Anthem,Commercial,"$1,210,255","$1,210,255",$117,49.1%,"10,329"
35999006,Blighted ovum,Condition,Medicare,Government,"$1,184,735","$1,184,735","$1,464",3.3%,809
