Condition Code,Condition Name,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
86406008,Human immunodeficiency virus infection (disorder),UnitedHealthcare,Commercial,"$2,847,603","$2,847,603","$1,830",32.4%,"1,556"
156073000,Complete miscarriage (disorder),Anthem,Commercial,"$2,843,078","$2,843,078","$1,456",18.7%,"1,952"
128613002,Seizure disorder,UnitedHealthcare,Commercial,"$2,835,603","$2,835,603","$5,100",22.0%,556
237602007,Metabolic syndrome X (disorder),Cigna Health,Commercial,"$2,835,541","$2,835,541",$376,76.4%,"7,537"
431856006,Chronic kidney disease stage 2 (disorder),Cigna Health,Commercial,"$2,833,377","$2,833,377",$352,70.4%,"8,044"
10939881000119105,Unhealthy alcohol drinking behavior (finding),UnitedHealthcare,Commercial,"$2,824,443","$2,824,443",$443,59.4%,"6,379"
361055000,Misuses drugs (finding),Humana,Commercial,"$2,801,529","$2,801,529",$461,76.9%,"6,082"
156073000,Complete miscarriage (disorder),Cigna Health,Commercial,"$2,789,491","$2,789,491","$1,414",14.1%,"1,973"
307731004,Injury of tendon of the rotator cuff of shoulder,Medicare,Government,"$2,771,572","$2,771,572","$1,463",3.7%,"1,895"
401303003,Acute ST segment elevation myocardial infarction (disorder),UnitedHealthcare,Commercial,"$2,732,725","$2,732,725","$2,605",18.9%,"1,049"
444470001,Injury of anterior cruciate ligament,UnitedHealthcare,Commercial,"$2,730,911","$2,730,911","$10,504",20.4%,260
30832001,Rupture of patellar tendon,Dual Eligible,Government,"$2,724,065","$2,724,065","$8,787",0.3%,310
714628002,Prediabetes (finding),Medicare,Government,"$2,721,373","$2,721,373",$867,9.4%,"3,138"
55680006,Drug overdose,Medicare,Government,"$2,695,935","$2,695,935",$120,24.1%,"22,474"
87433001,Pulmonary emphysema (disorder),Humana,Commercial,"$2,692,847","$2,692,847","$4,783",58.8%,563
431856006,Chronic kidney disease stage 2 (disorder),Anthem,Commercial,"$2,683,851","$2,683,851",$348,51.3%,"7,711"
714628002,Prediabetes (finding),Humana,Commercial,"$2,657,310","$2,657,310",$618,88.4%,"4,301"
156073000,Complete miscarriage (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$2,652,026","$2,652,026","$1,445",100.0%,"1,835"
48333001,Burn injury (morphologic abnormality),Medicaid,Government,"$2,641,636","$2,641,636",$169,33.0%,"15,670"
94260004,Secondary malignant neoplasm of colon,Aetna,Commercial,"$2,635,530","$2,635,530","$5,088",3.0%,518
263172003,Fracture of mandible (disorder),Humana,Commercial,"$2,620,757","$2,620,757","$1,839",52.8%,"1,425"
714628002,Prediabetes (finding),Medicaid,Government,"$2,617,792","$2,617,792",$641,7.6%,"4,083"
15777000,Prediabetes,Blue Cross Blue Shield,Commercial,"$2,615,353","$2,615,353",$636,86.6%,"4,114"
61804006,Alveolitis of jaw (disorder),UnitedHealthcare,Commercial,"$2,590,063","$2,590,063","$2,624",18.2%,987
128613002,Seizure disorder,NO_INSURANCE,Self-Pay / Uninsured,"$2,580,420","$2,580,420","$4,752",100.0%,543
125601008,Injury of knee (disorder),Medicaid,Government,"$2,580,048","$2,580,048",$393,16.0%,"6,567"
94260004,Secondary malignant neoplasm of colon,Anthem,Commercial,"$2,560,427","$2,560,427","$4,991",7.5%,513
237602007,Metabolic syndrome X (disorder),Anthem,Commercial,"$2,550,927","$2,550,927",$361,62.6%,"7,059"
79586000,Tubal pregnancy,Cigna Health,Commercial,"$2,506,992","$2,506,992","$3,406",12.7%,736
36971009,Sinusitis (disorder),Humana,Commercial,"$2,480,724","$2,480,724",$261,61.4%,"9,497"
431855005,Chronic kidney disease stage 1 (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$2,459,355","$2,459,355",$368,100.0%,"6,682"
15777000,Prediabetes,UnitedHealthcare,Commercial,"$2,442,459","$2,442,459",$633,76.1%,"3,857"
444470001,Injury of anterior cruciate ligament,Dual Eligible,Government,"$2,437,799","$2,437,799","$8,675",0.3%,281
1255252008,Resorption of alveolar process due to dental trauma (disorder),Medicaid,Government,"$2,434,652","$2,434,652","$1,940",2.6%,"1,255"
49436004,Atrial fibrillation (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$2,420,619","$2,420,619","$3,854",100.0%,628
79586000,Tubal pregnancy,Medicare,Government,"$2,415,507","$2,415,507","$3,573",3.2%,676
79586000,Tubal pregnancy,Aetna,Commercial,"$2,413,315","$2,413,315","$3,544",8.6%,681
384709000,Sprain (morphologic abnormality),Aetna,Commercial,"$2,408,376","$2,408,376",$170,82.1%,"14,197"
49436004,Atrial fibrillation (disorder),Humana,Commercial,"$2,407,024","$2,407,024","$3,821",45.4%,630
384709000,Sprain (morphologic abnormality),Cigna Health,Commercial,"$2,396,375","$2,396,375",$167,73.5%,"14,381"
254632001,Small cell carcinoma of lung (disorder),Medicare,Government,"$2,396,276","$2,396,276","$6,886",2.2%,348
65275009,Acute Cholecystitis,Medicaid,Government,"$2,391,761","$2,391,761",$842,1.2%,"2,841"
433144002,Chronic kidney disease stage 3 (disorder),Humana,Commercial,"$2,389,664","$2,389,664",$337,62.5%,"7,095"
156073000,Complete miscarriage (disorder),Medicare,Government,"$2,371,874","$2,371,874","$1,479",3.0%,"1,604"
15777000,Prediabetes,Dual Eligible,Government,"$2,362,779","$2,362,779",$857,1.8%,"2,756"
79586000,Tubal pregnancy,NO_INSURANCE,Self-Pay / Uninsured,"$2,362,531","$2,362,531","$3,537",100.0%,668
431856006,Chronic kidney disease stage 2 (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$2,358,754","$2,358,754",$370,100.0%,"6,380"
156073000,Complete miscarriage (disorder),Blue Cross Blue Shield,Commercial,"$2,343,130","$2,343,130","$1,552",14.6%,"1,510"
241929008,Acute allergic reaction,Medicare,Government,"$2,314,007","$2,314,007","$1,315",4.9%,"1,760"
384709000,Sprain (morphologic abnormality),Anthem,Commercial,"$2,293,172","$2,293,172",$168,56.4%,"13,689"
55680006,Drug overdose,Dual Eligible,Government,"$2,276,276","$2,276,276",$122,28.4%,"18,732"
237602007,Metabolic syndrome X (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$2,275,423","$2,275,423",$368,100.0%,"6,176"
39898005,Sleep disorder (disorder),Dual Eligible,Government,"$2,228,721","$2,228,721",$905,2.5%,"2,463"
80583007,Severe anxiety (panic) (finding),Blue Cross Blue Shield,Commercial,"$2,204,629","$2,204,629",$472,69.8%,"4,668"
65363002,Otitis media,Medicare,Government,"$2,197,974","$2,197,974",$172,17.1%,"12,750"
49436004,Atrial fibrillation (disorder),Cigna Health,Commercial,"$2,187,022","$2,187,022","$3,837",37.4%,570
87433001,Pulmonary emphysema (disorder),Aetna,Commercial,"$2,185,538","$2,185,538","$4,741",59.1%,461
55822004,Hyperlipidemia,Blue Cross Blue Shield,Commercial,"$2,179,482","$2,179,482",$76,76.7%,"28,711"
90460009,Injury of neck (disorder),Medicaid,Government,"$2,145,032","$2,145,032",$157,39.8%,"13,660"
80394007,Hyperglycemia (disorder),Medicaid,Government,"$2,135,838","$2,135,838",$441,6.5%,"4,847"
361055000,Misuses drugs (finding),Cigna Health,Commercial,"$2,131,368","$2,131,368",$444,77.1%,"4,797"
87433001,Pulmonary emphysema (disorder),Anthem,Commercial,"$2,123,261","$2,123,261","$4,804",25.8%,442
79586000,Tubal pregnancy,UnitedHealthcare,Commercial,"$2,123,134","$2,123,134","$3,617",18.1%,587
94260004,Secondary malignant neoplasm of colon,Cigna Health,Commercial,"$2,111,242","$2,111,242","$4,865",5.3%,434
80583007,Severe anxiety (panic) (finding),UnitedHealthcare,Commercial,"$2,076,854","$2,076,854",$472,60.0%,"4,400"
156073000,Complete miscarriage (disorder),UnitedHealthcare,Commercial,"$2,069,996","$2,069,996","$1,518",19.1%,"1,364"
185086009,Chronic obstructive bronchitis (disorder),Anthem,Commercial,"$2,069,924","$2,069,924","$5,766",22.9%,359
361055000,Misuses drugs (finding),Anthem,Commercial,"$2,068,870","$2,068,870",$451,64.7%,"4,589"
433144002,Chronic kidney disease stage 3 (disorder),Cigna Health,Commercial,"$2,051,196","$2,051,196",$331,56.1%,"6,201"
196416002,Impacted molars,Blue Cross Blue Shield,Commercial,"$2,047,341","$2,047,341","$5,969",35.2%,343
263172003,Fracture of mandible (disorder),Anthem,Commercial,"$2,044,500","$2,044,500","$1,981",25.0%,"1,032"
384709000,Sprain (morphologic abnormality),NO_INSURANCE,Self-Pay / Uninsured,"$2,043,909","$2,043,909",$169,100.0%,"12,110"
361055000,Misuses drugs (finding),Aetna,Commercial,"$2,040,694","$2,040,694",$455,79.2%,"4,489"
60234000,Aortic valve regurgitation (disorder),Anthem,Commercial,"$2,039,346","$2,039,346","$1,590",27.2%,"1,283"
35999006,Blighted ovum,Humana,Commercial,"$2,025,338","$2,025,338","$1,539",10.1%,"1,316"
433144002,Chronic kidney disease stage 3 (disorder),Aetna,Commercial,"$2,022,559","$2,022,559",$331,60.9%,"6,113"
714628002,Prediabetes (finding),Anthem,Commercial,"$2,016,571","$2,016,571",$664,74.2%,"3,036"
714628002,Prediabetes (finding),Cigna Health,Commercial,"$2,013,599","$2,013,599",$657,89.8%,"3,064"
185086009,Chronic obstructive bronchitis (disorder),Aetna,Commercial,"$2,011,163","$2,011,163","$5,293",53.8%,380
36971009,Sinusitis (disorder),Aetna,Commercial,"$2,007,018","$2,007,018",$258,62.5%,"7,771"
55822004,Hyperlipidemia,UnitedHealthcare,Commercial,"$2,002,245","$2,002,245",$76,58.3%,"26,215"
302870006,Hypertriglyceridemia (disorder),Medicaid,Government,"$2,000,489","$2,000,489",$431,8.5%,"4,643"
60234000,Aortic valve regurgitation (disorder),Cigna Health,Commercial,"$2,000,035","$2,000,035","$1,601",41.3%,"1,249"
60234000,Aortic valve regurgitation (disorder),Humana,Commercial,"$1,993,412","$1,993,412","$1,521",47.8%,"1,311"
6072007,Bleeding from anus,Medicaid,Government,"$1,975,054","$1,975,054","$5,295",1.1%,373
263172003,Fracture of mandible (disorder),Aetna,Commercial,"$1,967,965","$1,967,965","$1,812",56.9%,"1,086"
60234000,Aortic valve regurgitation (disorder),Aetna,Commercial,"$1,967,356","$1,967,356","$1,550",44.6%,"1,269"
431855005,Chronic kidney disease stage 1 (disorder),Blue Cross Blue Shield,Commercial,"$1,965,603","$1,965,603",$371,81.5%,"5,299"
433144002,Chronic kidney disease stage 3 (disorder),Anthem,Commercial,"$1,962,927","$1,962,927",$338,41.4%,"5,808"
714628002,Prediabetes (finding),Aetna,Commercial,"$1,928,510","$1,928,510",$642,90.9%,"3,005"
384709000,Sprain (morphologic abnormality),Blue Cross Blue Shield,Commercial,"$1,920,298","$1,920,298",$170,71.2%,"11,316"
4557003,Preinfarction syndrome (disorder),Dual Eligible,Government,"$1,918,612","$1,918,612","$2,733",1.2%,702
75498004,Acute bacterial sinusitis (disorder),Humana,Commercial,"$1,911,277","$1,911,277",$237,63.4%,"8,048"
48333001,Burn injury (morphologic abnormality),Medicare,Government,"$1,892,315","$1,892,315",$176,14.7%,"10,745"
267253006,Fetus with chromosomal abnormality,Medicaid,Government,"$1,889,360","$1,889,360","$1,407",4.1%,"1,343"
125601008,Injury of knee (disorder),Medicare,Government,"$1,868,258","$1,868,258",$425,10.0%,"4,395"
237602007,Metabolic syndrome X (disorder),Blue Cross Blue Shield,Commercial,"$1,866,752","$1,866,752",$392,74.2%,"4,759"
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Medicare,Government,"$1,864,879","$1,864,879",$511,10.5%,"3,650"
46752004,Torus palatinus (disorder),Dual Eligible,Government,"$1,858,437","$1,858,437","$2,051",1.7%,906
94260004,Secondary malignant neoplasm of colon,NO_INSURANCE,Self-Pay / Uninsured,"$1,851,546","$1,851,546","$5,129",100.0%,361
433144002,Chronic kidney disease stage 3 (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,847,476","$1,847,476",$350,100.0%,"5,280"
431855005,Chronic kidney disease stage 1 (disorder),UnitedHealthcare,Commercial,"$1,840,056","$1,840,056",$369,61.8%,"4,986"
79586000,Tubal pregnancy,Blue Cross Blue Shield,Commercial,"$1,836,038","$1,836,038","$3,445",14.7%,533
39898005,Sleep disorder (disorder),Humana,Commercial,"$1,831,692","$1,831,692","$1,014",65.7%,"1,807"
233678006,Childhood asthma,Medicare,Government,"$1,821,910","$1,821,910",$164,18.9%,"11,119"
36971009,Sinusitis (disorder),Cigna Health,Commercial,"$1,815,486","$1,815,486",$237,54.6%,"7,653"
46752004,Torus palatinus (disorder),Humana,Commercial,"$1,797,402","$1,797,402","$2,258",24.2%,796
233604007,Pneumonia (disorder),Dual Eligible,Government,"$1,795,012","$1,795,012","$1,140",2.0%,"1,574"
431856006,Chronic kidney disease stage 2 (disorder),Blue Cross Blue Shield,Commercial,"$1,789,756","$1,789,756",$356,72.8%,"5,033"
384709000,Sprain (morphologic abnormality),UnitedHealthcare,Commercial,"$1,782,820","$1,782,820",$170,56.0%,"10,487"
124171000119105,Chronic intractable migraine without aura,Medicaid,Government,"$1,778,747","$1,778,747",$65,53.8%,"27,467"
263172003,Fracture of mandible (disorder),Cigna Health,Commercial,"$1,771,475","$1,771,475","$1,703",45.2%,"1,040"
241929008,Acute allergic reaction,Humana,Commercial,"$1,751,904","$1,751,904","$1,290",77.5%,"1,358"
81629009,Traumatic dislocation of temporomandibular joint (disorder),Medicare,Government,"$1,744,412","$1,744,412","$1,406",3.3%,"1,241"
60573004,Aortic valve stenosis (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,736,242","$1,736,242","$1,754",100.0%,990
60573004,Aortic valve stenosis (disorder),Humana,Commercial,"$1,732,814","$1,732,814","$1,609",43.8%,"1,077"
361055000,Misuses drugs (finding),NO_INSURANCE,Self-Pay / Uninsured,"$1,709,214","$1,709,214",$448,100.0%,"3,818"
190905008,Cystic Fibrosis,Dual Eligible,Government,"$1,670,125","$1,670,125","$6,232",0.5%,268
185086009,Chronic obstructive bronchitis (disorder),Humana,Commercial,"$1,669,246","$1,669,246","$3,677",71.8%,454
36971009,Sinusitis (disorder),Anthem,Commercial,"$1,668,099","$1,668,099",$245,35.0%,"6,821"
94260004,Secondary malignant neoplasm of colon,Blue Cross Blue Shield,Commercial,"$1,650,952","$1,650,952","$5,326",4.4%,310
195967001,Asthma,Humana,Commercial,"$1,644,335","$1,644,335",$125,74.1%,"13,174"
185086009,Chronic obstructive bronchitis (disorder),Cigna Health,Commercial,"$1,641,290","$1,641,290","$4,093",59.6%,401
431856006,Chronic kidney disease stage 2 (disorder),UnitedHealthcare,Commercial,"$1,640,647","$1,640,647",$363,53.3%,"4,523"
49436004,Atrial fibrillation (disorder),Aetna,Commercial,"$1,629,476","$1,629,476","$3,497",49.9%,466
44054006,Diabetes mellitus type 2 (disorder),Humana,Commercial,"$1,628,061","$1,628,061",$536,81.7%,"3,039"
307731004,Injury of tendon of the rotator cuff of shoulder,Humana,Commercial,"$1,606,139","$1,606,139","$1,501",46.4%,"1,070"
36971009,Sinusitis (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,604,566","$1,604,566",$257,100.0%,"6,255"
44054006,Diabetes mellitus type 2 (disorder),Dual Eligible,Government,"$1,594,279","$1,594,279",$653,1.8%,"2,441"
75498004,Acute bacterial sinusitis (disorder),Anthem,Commercial,"$1,591,894","$1,591,894",$247,32.6%,"6,457"
45816000,Pyelonephritis,Medicare,Government,"$1,587,135","$1,587,135","$2,128",5.0%,746
241929008,Acute allergic reaction,Blue Cross Blue Shield,Commercial,"$1,585,994","$1,585,994","$1,333",64.1%,"1,190"
49436004,Atrial fibrillation (disorder),Anthem,Commercial,"$1,583,175","$1,583,175","$3,673",22.8%,431
81629009,Traumatic dislocation of temporomandibular joint (disorder),Humana,Commercial,"$1,570,211","$1,570,211","$1,421",62.4%,"1,105"
75498004,Acute bacterial sinusitis (disorder),Cigna Health,Commercial,"$1,564,319","$1,564,319",$239,56.5%,"6,558"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Medicaid,Government,"$1,564,013","$1,564,013",$711,4.1%,"2,199"
196416002,Impacted molars,UnitedHealthcare,Commercial,"$1,561,998","$1,561,998","$5,962",21.0%,262
110030002,Concussion injury of brain (disorder),Medicaid,Government,"$1,558,550","$1,558,550",$122,56.9%,"12,800"
60573004,Aortic valve stenosis (disorder),Anthem,Commercial,"$1,552,388","$1,552,388","$1,612",28.4%,963
75498004,Acute bacterial sinusitis (disorder),Aetna,Commercial,"$1,549,897","$1,549,897",$233,63.5%,"6,665"
361055000,Misuses drugs (finding),Dual Eligible,Government,"$1,547,836","$1,547,836",$539,3.3%,"2,872"
46752004,Torus palatinus (disorder),Cigna Health,Commercial,"$1,546,346","$1,546,346","$2,200",25.1%,703
241929008,Acute allergic reaction,UnitedHealthcare,Commercial,"$1,538,147","$1,538,147","$1,320",31.6%,"1,165"
6072007,Bleeding from anus,Medicare,Government,"$1,531,866","$1,531,866","$5,803",3.4%,264
74400008,Appendicitis,Dual Eligible,Government,"$1,523,276","$1,523,276","$5,326",0.3%,286
237602007,Metabolic syndrome X (disorder),UnitedHealthcare,Commercial,"$1,514,337","$1,514,337",$359,63.7%,"4,214"
361055000,Misuses drugs (finding),Blue Cross Blue Shield,Commercial,"$1,497,965","$1,497,965",$455,75.8%,"3,289"
81629009,Traumatic dislocation of temporomandibular joint (disorder),Cigna Health,Commercial,"$1,493,789","$1,493,789","$1,392",54.5%,"1,073"
254637007,Non-small cell lung cancer (disorder),Humana,Commercial,"$1,489,464","$1,489,464","$11,546",5.4%,129
714628002,Prediabetes (finding),Blue Cross Blue Shield,Commercial,"$1,487,725","$1,487,725",$611,88.0%,"2,434"
128188000,Cerebral palsy (disorder),Dual Eligible,Government,"$1,487,585","$1,487,585",$530,6.6%,"2,807"
46752004,Torus palatinus (disorder),Anthem,Commercial,"$1,486,793","$1,486,793","$2,196",19.1%,677
90460009,Injury of neck (disorder),Medicare,Government,"$1,482,133","$1,482,133",$171,19.8%,"8,692"
44054006,Diabetes mellitus type 2 (disorder),Cigna Health,Commercial,"$1,476,159","$1,476,159",$582,76.0%,"2,537"
126906006,Neoplasm of prostate,Medicaid,Government,"$1,467,887","$1,467,887","$1,715",1.8%,856
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Dual Eligible,Government,"$1,466,225","$1,466,225",$957,1.0%,"1,532"
263172003,Fracture of mandible (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,461,824","$1,461,824","$1,832",100.0%,798
44054006,Diabetes mellitus type 2 (disorder),Aetna,Commercial,"$1,450,841","$1,450,841",$551,81.1%,"2,633"
4557003,Preinfarction syndrome (disorder),Medicaid,Government,"$1,448,660","$1,448,660","$2,489",1.9%,582
241929008,Acute allergic reaction,NO_INSURANCE,Self-Pay / Uninsured,"$1,447,978","$1,447,978","$1,268",100.0%,"1,142"
361055000,Misuses drugs (finding),UnitedHealthcare,Commercial,"$1,435,991","$1,435,991",$474,62.5%,"3,031"
39898005,Sleep disorder (disorder),Cigna Health,Commercial,"$1,434,286","$1,434,286",$982,58.7%,"1,460"
241929008,Acute allergic reaction,Aetna,Commercial,"$1,426,750","$1,426,750","$1,230",79.3%,"1,160"
35999006,Blighted ovum,Anthem,Commercial,"$1,424,548","$1,424,548","$1,455",19.0%,979
87433001,Pulmonary emphysema (disorder),Blue Cross Blue Shield,Commercial,"$1,417,892","$1,417,892","$5,213",48.2%,272
60573004,Aortic valve stenosis (disorder),Cigna Health,Commercial,"$1,414,277","$1,414,277","$1,517",41.7%,932
81629009,Traumatic dislocation of temporomandibular joint (disorder),Aetna,Commercial,"$1,398,989","$1,398,989","$1,400",60.8%,999
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Medicare,Government,"$1,398,646","$1,398,646",$497,10.2%,"2,813"
