Procedure Code,Procedure Name,Payer Name,Payer Type,Total Billed,Total Paid,Gap: Billed Minus Paid,Gap as % of Billed,Number of Claims
1946840,(no description on file),Medicaid,Government,"$15,759","$15,759",$0,0.0%,76
433112001,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),Blue Cross Blue Shield,Commercial,"$1,578,879","$1,578,879",$0,0.0%,73
866436,(no description on file),Dual Eligible,Government,"$41,026","$41,026",$0,0.0%,182
223484005,Discussion about treatment (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$32,191","$32,191",$0,0.0%,292
266753000,Referral for laboratory tests (procedure),Medicare,Government,"$67,992","$67,992",$0,0.0%,136
1287742003,Radiotherapy (procedure),Cigna Health,Commercial,"$105,317","$105,317",$0,0.0%,196
387685009,Surgical manipulation of shoulder joint,Humana,Commercial,"$1,470,368","$1,470,368",$0,0.0%,87
2003249,(no description on file),Humana,Commercial,"$81,852","$81,852",$0,0.0%,322
418891003,Computed tomography of chest and abdomen,Aetna,Commercial,"$841,877","$841,877",$0,0.0%,102
313613002,Hepatitis A antibody test (procedure),Dual Eligible,Government,"$16,797","$16,797",$0,0.0%,38
113120007,Interstitial brachytherapy (procedure),Medicaid,Government,"$356,146","$356,146",$0,0.0%,21
200619008,Comprehensive interview and evaluation (procedure),Aetna,Commercial,"$3,875","$3,875",$0,0.0%,8
443497002,Excision of sentinel lymph node (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$557,693","$557,693",$0,0.0%,48
711069006,Coordination of care plan (procedure),Cigna Health,Commercial,"$67,413","$67,413",$0,0.0%,138
32413006,Transplantation of heart (procedure),Medicare,Government,"$8,153","$8,153",$0,0.0%,17
200031,(no description on file),Aetna,Commercial,"$5,616","$5,616",$0,0.0%,21
1014678,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$27,157","$27,157",$0,0.0%,48
709979004,Doppler ultrasonography of artery (procedure),Humana,Commercial,"$5,855","$5,855",$0,0.0%,11
171128005,Venereal disease screening (procedure),Cigna Health,Commercial,"$23,903","$23,903",$0,0.0%,49
4525004,Emergency department patient visit (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$1,937","$1,937",$0,0.0%,17
225297008,Care planning and problem solving actions (procedure),Aetna,Commercial,"$21,857","$21,857",$0,0.0%,44
709010006,Liaising with referral source (procedure),UnitedHealthcare,Commercial,"$21,059","$21,059",$0,0.0%,43
167995008,Sputum microscopy (procedure),Anthem,Commercial,"$131,153","$131,153",$0,0.0%,21
1601380,(no description on file),UnitedHealthcare,Commercial,"$12,333","$12,333",$0,0.0%,20
898719,(no description on file),Medicare,Government,"$6,003","$6,003",$0,0.0%,25
447759004,Brachytherapy of breast (procedure),Medicaid,Government,"$591,343","$591,343",$0,0.0%,35
116863004,Transfusion of red blood cells (procedure),Blue Cross Blue Shield,Commercial,"$3,024","$3,024",$0,0.0%,6
1791701,(no description on file),Humana,Commercial,$8,$8,$0,0.0%,21
1721613,(no description on file),UnitedHealthcare,Commercial,"$6,511","$6,511",$0,0.0%,22
183444007,Referral for further care (procedure),UnitedHealthcare,Commercial,"$264,092","$264,092",$0,0.0%,523
177157003,Spontaneous breech delivery,Anthem,Commercial,"$157,189","$157,189",$0,0.0%,25
859424,(no description on file),Medicaid,Government,"$3,406","$3,406",$0,0.0%,15
1373463,(no description on file),Dual Eligible,Government,"$49,317","$49,317",$0,0.0%,5
225415001,Close observation (regime/therapy),NO_INSURANCE,Self-Pay / Uninsured,"$11,016","$11,016",$0,0.0%,22
898342,(no description on file),Medicaid,Government,"$1,287","$1,287",$0,0.0%,6
905269,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$490,$490,$0,0.0%,2
861356,(no description on file),Medicaid,Government,"$1,523","$1,523",$0,0.0%,6
725351001,Transcatheter aortic valve replacement (procedure),Cigna Health,Commercial,"$3,189","$3,189",$0,0.0%,7
763138,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,112","$1,112",$0,0.0%,5
896758,(no description on file),Anthem,Commercial,"$2,142","$2,142",$0,0.0%,8
282755,(no description on file),Cigna Health,Commercial,$627,$627,$0,0.0%,3
866516,(no description on file),Dual Eligible,Government,$921,$921,$0,0.0%,4
866516,(no description on file),Aetna,Commercial,$429,$429,$0,0.0%,2
312962,(no description on file),Aetna,Commercial,$701,$701,$0,0.0%,3
200285,(no description on file),Humana,Commercial,$470,$470,$0,0.0%,2
854916,(no description on file),Aetna,Commercial,"$1,609","$1,609",$0,0.0%,6
199885,(no description on file),UnitedHealthcare,Commercial,$541,$541,$0,0.0%,2
404909007,Injection of botulinum toxin (procedure),Blue Cross Blue Shield,Commercial,$496,$496,$0,0.0%,1
856578,(no description on file),Aetna,Commercial,$308,$308,$0,0.0%,1
856481,(no description on file),Anthem,Commercial,$412,$412,$0,0.0%,2
898359,(no description on file),Cigna Health,Commercial,$366,$366,$0,0.0%,1
232967006,Implantation of left ventricular assist device (procedure),Blue Cross Blue Shield,Commercial,$601,$601,$0,0.0%,1
856460,(no description on file),Aetna,Commercial,$220,$220,$0,0.0%,1
710824005,Assessment of health and social care needs (procedure),Medicaid,Government,"$550,273,170","$550,273,170",$0,0.0%,"1,201,522"
454711000124102,Depression screening using Patient Health Questionnaire Two-Item score (procedure),Medicaid,Government,"$34,621","$34,621",$0,0.0%,"799,158"
583214,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$48,639","$48,639",$0,0.0%,"14,022"
274804006,Evaluation of uterine fundal height,Cigna Health,Commercial,"$605,383,016","$605,383,016",$0,0.0%,"122,982"
119,(no description on file),Humana,Commercial,"$1,878,160","$1,878,160",$0,0.0%,"13,810"
133,(no description on file),Blue Cross Blue Shield,Commercial,"$3,216,944","$3,216,944",$0,0.0%,"23,654"
449411000124106,Admission to skilled nursing facility (procedure),Medicaid,Government,"$1,622,007","$1,622,007",$0,0.0%,"13,737"
371883000,Outpatient procedure,Anthem,Commercial,"$5,807,286","$5,807,286",$0,0.0%,"49,485"
312961,(no description on file),Dual Eligible,Government,"$1,472,072","$1,472,072",$0,0.0%,"5,386"
1659149,(no description on file),Dual Eligible,Government,"$25,118","$25,118",$0,0.0%,"3,164"
861467,(no description on file),Cigna Health,Commercial,"$133,712","$133,712",$0,0.0%,"1,317"
64544008,Gingivectomy or gingivoplasty  per tooth (procedure),Dual Eligible,Government,"$21,891,903","$21,891,903",$0,0.0%,"48,316"
206905,(no description on file),Cigna Health,Commercial,"$8,684,926","$8,684,926",$0,0.0%,"33,305"
454711000124102,Depression screening using Patient Health Questionnaire Two-Item score (procedure),Humana,Commercial,"$12,162","$12,162",$0,0.0%,"259,986"
133899007,Postoperative care (regime/therapy),Medicare,Government,"$9,541,203","$9,541,203",$0,0.0%,"7,633"
993770,(no description on file),Medicaid,Government,"$7,486,400","$7,486,400",$0,0.0%,"32,938"
198335,(no description on file),Medicare,Government,"$564,167","$564,167",$0,0.0%,"2,183"
207,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$6,495,088","$6,495,088",$0,0.0%,"47,755"
384700001,Injection of tetanus antitoxin,Aetna,Commercial,"$3,468,218","$3,468,218",$0,0.0%,"1,434"
443529005,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),UnitedHealthcare,Commercial,"$23,509,718","$23,509,718",$0,0.0%,"11,854"
978950,(no description on file),Cigna Health,Commercial,"$3,844,155","$3,844,155",$0,0.0%,"4,230"
274804006,Evaluation of uterine fundal height,UnitedHealthcare,Commercial,"$535,008,436","$535,008,436",$0,0.0%,"103,425"
710841007,Assessment of anxiety (procedure),Dual Eligible,Government,"$2,862,619","$2,862,619",$0,0.0%,"366,813"
226719,(no description on file),Medicare,Government,"$10,782,325","$10,782,325",$0,0.0%,"41,544"
63332003,History AND physical examination (procedure),Medicaid,Government,"$7,757,039","$7,757,039",$0,0.0%,"16,753"
395142003,Allergy screening test,UnitedHealthcare,Commercial,"$1,422,022","$1,422,022",$0,0.0%,"2,862"
1605257,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,721,067","$1,721,067",$0,0.0%,"1,643"
23426006,Measurement of respiratory function (procedure),Anthem,Commercial,"$4,037,136","$4,037,136",$0,0.0%,"11,524"
52,(no description on file),Aetna,Commercial,"$2,173,552","$2,173,552",$0,0.0%,"15,982"
394701000,Asthma follow-up,Medicare,Government,"$3,258,658","$3,258,658",$0,0.0%,"27,553"
270427003,Patient-initiated encounter,Medicaid,Government,"$1,175,637","$1,175,637",$0,0.0%,"16,274"
304532001,Treatment failure risk education (procedure),Dual Eligible,Government,"$138,050","$138,050",$0,0.0%,306
118001005,Streptococcus pneumoniae group B antigen assay,Anthem,Commercial,"$21,116,680","$21,116,680",$0,0.0%,"11,134"
274474001,Bone immobilization,Cigna Health,Commercial,"$1,890,102","$1,890,102",$0,0.0%,"3,901"
64544008,Gingivectomy or gingivoplasty  per tooth (procedure),Aetna,Commercial,"$17,740,735","$17,740,735",$0,0.0%,"36,504"
242969,(no description on file),Humana,Commercial,"$3,048","$3,048",$0,0.0%,"1,049"
3,(no description on file),Aetna,Commercial,"$1,378,496","$1,378,496",$0,0.0%,"10,136"
1719286,(no description on file),Humana,Commercial,$146,$146,$0,0.0%,"1,413"
434363004,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure),Medicaid,Government,"$1,290,393","$1,290,393",$0,0.0%,741
714812005,Induced termination of pregnancy,Blue Cross Blue Shield,Commercial,"$35,132,036","$35,132,036",$0,0.0%,"3,913"
315639002,Initial patient assessment (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$2,596,350","$2,596,350",$0,0.0%,"5,315"
274474001,Bone immobilization,Blue Cross Blue Shield,Commercial,"$1,608,122","$1,608,122",$0,0.0%,"3,196"
449381000124108,Discharge from skilled nursing facility (procedure),Blue Cross Blue Shield,Commercial,"$1,288,192","$1,288,192",$0,0.0%,"2,583"
311791003,Information gathering (procedure),Medicaid,Government,"$760,579","$760,579",$0,0.0%,"11,335"
395142003,Allergy screening test,Dual Eligible,Government,"$947,414","$947,414",$0,0.0%,"2,027"
308192,(no description on file),Aetna,Commercial,"$752,343","$752,343",$0,0.0%,"4,352"
210098006,Domiciliary or rest home patient evaluation and management,Dual Eligible,Government,"$348,000","$348,000",$0,0.0%,"2,904"
441550005,Urinalysis with reflex to microscopy and culture (procedure),Anthem,Commercial,"$3,603,536","$3,603,536",$0,0.0%,"5,629"
410006001,Digital examination of rectum,UnitedHealthcare,Commercial,"$289,855","$289,855",$0,0.0%,556
225338004,Risk assessment (procedure),Aetna,Commercial,"$207,864","$207,864",$0,0.0%,437
1736776,(no description on file),Humana,Commercial,"$3,868,873","$3,868,873",$0,0.0%,"1,511"
133899007,Postoperative care (regime/therapy),Humana,Commercial,"$2,059,387","$2,059,387",$0,0.0%,"3,973"
313782,(no description on file),Dual Eligible,Government,"$3,190,082","$3,190,082",$0,0.0%,"18,861"
399014008,Administration of diphtheria  pertussis  and tetanus vaccine,UnitedHealthcare,Commercial,"$28,692,552","$28,692,552",$0,0.0%,"11,373"
169690007,Rubella screening,UnitedHealthcare,Commercial,"$14,503,199","$14,503,199",$0,0.0%,"7,393"
1648755,(no description on file),UnitedHealthcare,Commercial,"$364,942","$364,942",$0,0.0%,"1,425"
313988,(no description on file),UnitedHealthcare,Commercial,$902,$902,$0,0.0%,395
223495004,Preparation of patient for procedure (regime/therapy),Humana,Commercial,"$623,935","$623,935",$0,0.0%,"1,235"
1306292,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$95,466","$95,466",$0,0.0%,353
1049221,(no description on file),Blue Cross Blue Shield,Commercial,"$12,662","$12,662",$0,0.0%,945
1740467,(no description on file),Anthem,Commercial,$357,$357,$0,0.0%,"1,239"
1997015,(no description on file),Dual Eligible,Government,"$86,964","$86,964",$0,0.0%,381
306185001,Referral to cardiac surgery service (procedure),Anthem,Commercial,"$558,876","$558,876",$0,0.0%,"1,147"
23183008,Excision of lingual torus (procedure),Dual Eligible,Government,"$32,730","$32,730",$0,0.0%,71
183444007,Referral for further care (procedure),Dual Eligible,Government,"$225,560","$225,560",$0,0.0%,496
408919008,Psychosocial care (regime/therapy),Medicare,Government,"$73,426","$73,426",$0,0.0%,152
43075005,Partial resection of colon,Blue Cross Blue Shield,Commercial,"$4,823,990","$4,823,990",$0,0.0%,202
1728805,(no description on file),Cigna Health,Commercial,"$85,461","$85,461",$0,0.0%,331
171122006,Hepatitis B screening (procedure),Medicaid,Government,"$60,446","$60,446",$0,0.0%,130
197541,(no description on file),Medicaid,Government,"$33,078","$33,078",$0,0.0%,224
310325,(no description on file),Aetna,Commercial,$190,$190,$0,0.0%,625
243670,(no description on file),Anthem,Commercial,"$95,350","$95,350",$0,0.0%,484
54550000,Electroencephalogram (procedure),Medicare,Government,"$12,750,501","$12,750,501",$0,0.0%,"1,314"
79094001,Initial Psychiatric Interview with mental status evaluation,Humana,Commercial,"$9,515","$9,515",$0,0.0%,79
1804799,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$25,495,524","$25,495,524",$0,0.0%,144
305336008,Admission to hospice (procedure),Anthem,Commercial,"$55,996","$55,996",$0,0.0%,459
608139,(no description on file),Medicaid,Government,"$69,507","$69,507",$0,0.0%,596
597195,(no description on file),Dual Eligible,Government,$74,$74,$0,0.0%,88
445912000,Excision of fallopian tube and surgical removal of ectopic pregnancy,Aetna,Commercial,"$1,271,885","$1,271,885",$0,0.0%,169
198767,(no description on file),Medicaid,Government,"$16,170","$16,170",$0,0.0%,80
103746007,Heparin therapy (procedure),UnitedHealthcare,Commercial,"$13,339","$13,339",$0,0.0%,21
453131000124105,Videotelephony encounter (procedure),Blue Cross Blue Shield,Commercial,"$106,375","$106,375",$0,0.0%,851
242754,(no description on file),Blue Cross Blue Shield,Commercial,"$1,413","$1,413",$0,0.0%,5
197511,(no description on file),Blue Cross Blue Shield,Commercial,"$176,357","$176,357",$0,0.0%,687
746763,(no description on file),Dual Eligible,Government,"$54,545","$54,545",$0,0.0%,229
305433001,Admission to trauma surgery department,Medicaid,Government,"$126,856","$126,856",$0,0.0%,272
896023,(no description on file),Medicaid,Government,"$21,754","$21,754",$0,0.0%,94
1290407002,Plain X-ray of knee region (procedure),Blue Cross Blue Shield,Commercial,"$125,081","$125,081",$0,0.0%,243
19589009,Radiography of mandible (procedure),Humana,Commercial,"$254,502","$254,502",$0,0.0%,500
197381,(no description on file),Dual Eligible,Government,"$31,625","$31,625",$0,0.0%,139
303653007,Computed tomography of head (procedure),Medicare,Government,"$74,435","$74,435",$0,0.0%,153
185316007,Indirect encounter (procedure),UnitedHealthcare,Commercial,"$16,500","$16,500",$0,0.0%,132
418824004,Off-pump coronary artery bypass (procedure),Blue Cross Blue Shield,Commercial,"$114,096","$114,096",$0,0.0%,227
371361000119107,Comprehensive metabolic panel (procedure),Humana,Commercial,"$59,917","$59,917",$0,0.0%,121
413107006,Hepatitis C screening (procedure),Dual Eligible,Government,"$17,229","$17,229",$0,0.0%,39
2103182,(no description on file),UnitedHealthcare,Commercial,"$4,560","$4,560",$0,0.0%,374
392021009,Lumpectomy of breast (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$4,413,124","$4,413,124",$0,0.0%,141
3457005,Patient referral (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$22,485","$22,485",$0,0.0%,47
746804,(no description on file),Humana,Commercial,"$3,025","$3,025",$0,0.0%,13
312615,(no description on file),Medicaid,Government,$385,$385,$0,0.0%,40
104308009,Serologic test for Toxoplasma gondii (procedure),UnitedHealthcare,Commercial,"$12,667","$12,667",$0,0.0%,28
232967006,Implantation of left ventricular assist device (procedure),Medicare,Government,"$14,047","$14,047",$0,0.0%,29
71651007,Mammography (procedure),Cigna Health,Commercial,"$22,973","$22,973",$0,0.0%,196
1734919,(no description on file),Anthem,Commercial,"$45,612","$45,612",$0,0.0%,101
225297008,Care planning and problem solving actions (procedure),Blue Cross Blue Shield,Commercial,"$15,389","$15,389",$0,0.0%,31
709010006,Liaising with referral source (procedure),Cigna Health,Commercial,"$36,830","$36,830",$0,0.0%,75
979492,(no description on file),Blue Cross Blue Shield,Commercial,"$38,006","$38,006",$0,0.0%,143
40617009,Artificial respiration (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$39,205","$39,205",$0,0.0%,79
266753000,Referral for laboratory tests (procedure),UnitedHealthcare,Commercial,"$66,076","$66,076",$0,0.0%,132
1648756,(no description on file),Anthem,Commercial,"$41,022","$41,022",$0,0.0%,151
171128005,Venereal disease screening (procedure),UnitedHealthcare,Commercial,"$12,667","$12,667",$0,0.0%,28
